id,prompt_group,fold
7417163,517a2a18363c60f765ed,0
7484756,2c4af59db4390e0bf41f,2
7591373,9b72f992db88f6036b00,2
7599930,763022cbc02cc09c99a6,0
7739903,174877faa288dd22ed07,9
7831108,25fca76f02e84412fd7a,4
7886413,03437eebc5313e19b98b,2
8017578,983b9e9eb83c3d5e47ed,3
8027538,b568b0eeb95e334d0b2f,7
8108394,9a6886cdfd28b09d8c8f,4
8173595,34c734f8efd495b1f56e,3
8210755,eca9ae82616f12e10d9a,7
8322953,2b75ba1df5effa62761e,2
8627100,32e44364e985bbc09a3c,5
8639923,50c2ef6089701ef8013a,2
8785767,3fcc6c92ee5c348eb39b,8
8942841,028bb70af3c1453c4404,4
8948997,2891b446f7a524c806ff,4
9059535,b50a1609f5860222cce3,1
9198128,e9c35e02e31105386e30,2
9420277,d2a377da82b8c381f7a3,4
9424912,04d3b8550397748deea8,4
9473040,d2f356697547bab07f10,7
9484428,052a1d68fb0efa967f86,0
9534298,7e3ed620dd399a5ef426,5
9558869,4e8cd36afb6168b9362b,8
9601406,0eb484a6a8630de159e8,9
9638121,bf3b823f1577c005e79b,5
9644862,b4bbf3765210bae96c63,0
9740296,fb1aa7fd34278daa5e4d,8
9785707,9e6480ef82a10a0c4e2b,4
9865433,7dae06273db44f23d00c,6
10038573,e24e06c830303ab35138,7
10156891,343f3d4660c830be3f7f,4
10203267,b2a0f227d0e5f8276c33,2
10349570,6fb4f062857e812d758c,2
10403116,c7e06c2487679018dbfe,2
10604421,7c4b12b38b0b90d72eab,7
10622974,64195d44805d869e8e57,9
10798145,f150c95894eaea2cd2d5,0
10875646,b72af4dd7975c8766633,2
10909236,2da888cbce37a9a2bd4a,7
10966560,2b3ad6d37a86c16409ba,2
10974521,d278d5373b7ecf055995,2
10993520,7eeddd582ede72a6bc72,2
11036870,9578c09305e1b0cc39ff,9
11089285,2f3172c006ffec013c2c,8
11174153,53c553014bfd595d4da8,3
11288315,4ec6e10c58a00ac7663f,5
11462903,47bb559329e88dabc0e9,6
11466834,72d4faf380dfef2ac919,1
11477748,d56bc8a339ac1c3ce0a8,5
11570555,34e7e74bc43101c995ae,2
11607871,285158fdcd2907ab0a92,0
11662304,b9e4a374da27d1b461af,0
11802413,dbe6d99d3f406a53e753,7
11841984,65e0f719462626a09d3c,9
11953413,d41be3a6ac35ba927e64,4
11955851,1ee12ffd72844a97eb7d,6
12030710,d315c77525df803a8d74,6
12361286,616b0c9e142a42ba065b,2
12688674,da8c615196e6969e82c6,7
12747778,ffb2ea40290a8447223b,2
12749848,f74f93179c5abc5d56cb,8
13035190,b0918531a47b57d96621,2
13347957,e3406828e43f16149c42,5
13394448,c97d478b2529d41ae794,7
13556772,bee0cc09a6ca4e871ca5,8
13651087,0b078a6ad4e4a8ab933e,2
13657431,5d5aeb6d973a81510a10,5
13678371,08c37b686c753798adde,4
13709106,2e79e3ba1408bc85f606,2
13735973,e2c51a496689c5ab96e0,0
13744661,f1ddcef6761fd27737cc,3
13782880,0806643f65bb14c11e53,7
13797059,87beb1fa6c5fe3ef652f,8
13896087,b6b98f3580895dd396e6,2
14280062,3c8c8686fa9d40b5698b,5
14354101,c93ae0b567d0b5a98fbd,4
14451315,0696f3eb7a2f35eb7d02,6
14493470,2841c995eb70197b128b,0
14685320,e1df6613c7889ed2b5c8,4
14819628,fe20dc23227f95167815,5
14940307,7c9ff29c70b73ef65e55,4
15059469,ad05bf4fc20b7f961f99,0
15097210,08cfbda293a346e91f99,5
15132484,cd6a0feeb727fb2e9a6f,5
15193241,ed19b46f99691a4de200,4
15214568,c9facf838f302ed80876,6
15247315,131ebb06ad9cb53275f3,6
15323548,91f230abe69984b6fddb,5
15372768,f6aa3454c495e5c97333,3
15439831,a5599506d0f12dc8b850,3
15551443,c2d1c0d04c59911a2742,8
15641037,bdb7f1f42d500e09b336,8
15762385,0e21079345456d53127e,2
15816190,de3f001e33708001955f,7
15828515,e4decb1add44d48df562,1
15909896,5622f43612cfe4729b56,7
15945921,a127d55082470b2b37f9,0
16127462,d48e2c5f194ad8b5e7c7,7
16134621,9ae52af19566e97f9817,5
16164492,28d6100296b950db5484,7
16192524,12c77d2f738df1c68111,4
16345289,5cb8ee36a9a2bc76398c,8
16350735,b12c69030e64bcb2d7e8,0
16441516,ddf1627eb632b78ab4ef,0
16461522,5d445749c920ccc868a4,1
16503078,e3c39d0f78b12898c181,2
16587778,5d1dc1d1747a7808a3b8,6
16593225,ae46650cb16fb4a8ccc7,0
16685973,79057094d8c20fa4a9aa,3
16748032,4f16c05d16b8a7ffa83c,1
16956280,2a4acafb315a0330d81b,9
16957411,60668401e5bdc423815b,8
17102186,5f2413e44c7e57371f4e,1
17214070,feae2173f97876767e4c,6
17434002,623e1026a12fc62b917b,5
17441805,87adf9ee6feeb6ce51f6,5
17448643,518c87a5d35f1add306d,2
17452762,2c035b84c45b89513e8f,7
17579220,10fd59d63793504bd0e1,8
17697317,672091b03b7764edaf22,8
17786813,deb5c09ef9f4720eacd2,2
17846323,518d98f87c8a9502ff9f,8
17994707,bb3e592f5ec24dd13fd2,0
18086268,3dd5eb2b59ff80d32daa,8
18094964,dbf2c5ece9341fb46238,0
18120046,5ee2420cb0daf9e45aae,0
18124674,0612375b51779a569502,7
18138965,49b570c84612f5d579d1,2
18149745,d6f78b7c626274ed0d31,4
18161882,7172ed243e0ab563ff3d,5
18229379,492dedfd7402ab6fdf4f,7
18240359,b19368fc77eea8ae4f78,2
18419266,b9e82b7dd01309246def,2
18452420,1959a22c247c195085f9,4
18655827,e1d754d6a53a90258351,9
18667468,89203d50e11b637c94ac,0
18777426,e7e3387588afda4be63c,1
18802659,827f29be55819488e5ba,9
19055999,eaa5239499c7eb6df055,0
19086537,ca97a735b0590eb925ac,6
19108602,7a25e99783dace5a5e58,4
19153923,d7b035d57962c0027911,2
19190525,1581bd4a17d9591e50c8,0
19223330,bbd70ac62dc99b9eac50,3
19298357,75248cbb6c4a039b3d19,1
19351701,7fb1f0d0e5d7ce04ac4e,4
19606851,6e6db84c083b72f9abba,2
19610571,158595339b479bdb6005,7
19855179,4dc48270aa7af4462e43,2
19919902,58afa2b94f43f79d9736,3
19965981,5e4c2f218a931cb9745b,5
19978669,216629f315846001668a,8
20092364,78a58a56d1a723590155,6
20154595,bde84ef60dc55d1bf1d3,8
20185159,b02d5458f05babf2d8db,0
20191819,ff6db3f7131a9a8226ab,8
20317893,39d5316d6d3f73c0e6bb,6
20323081,ad0f2408eab44b71266d,9
20358281,cb3c7e3bbcb64ccee55f,5
20389020,020e83c1c96481fc3a7b,2
20449586,4e512e7eed7eafa6cce0,1
20513961,56d10e2a9413a5ee8609,7
20579712,5f691a45be7206959a4f,1
20663371,be068c6ff5b9b72e793f,7
20704787,b7ef0402f7eda53e3ea3,2
20960602,ffbd18251f43a10a61ec,4
21067116,9e8b7d48f93ebe5fb22a,8
21076858,ff17e8f6c43a0438090f,4
21363092,75f85655e49666194f7d,4
21397191,ef2d29f30d8bd4e50265,7
21469188,69c4e3a72d6c2a575582,0
21546978,a3880cc6ed0e6e8f68b6,0
21624867,9cd0aaddc9309ecf359a,3
21882851,438274a40ecdb1e89c44,2
21998657,1c4218ef9987e4fcdeed,0
22030556,1ce3caefbca0b37fcd71,3
22179610,59a5c4410865ed62e301,4
22198032,380bc2c83b82add74ede,5
22203562,611f9e8827a91eab366b,0
22224316,49285017be6d063a03b8,2
22225330,1e971f6ead10a1d0bde5,7
22285215,c126b31eca87c1e931ca,0
22287709,6194701c55f01c3e8e26,6
22383280,3c25c2d25aeafb87caa3,4
22387439,138b0864d149ddb3ffbf,0
22513174,96ef41d6d724a5509ae9,3
22619105,c60c40371c8fee104c1a,3
22632044,765634b49d139a18df24,7
22730772,1d7319d77ad43b7619e9,9
22875501,3801d3f78be0613d0f90,8
22897436,dd4fa62bbb30579f6d43,3
22921409,91d51ff467420894e097,6
23109454,48688d214fd3057a06ed,5
23151287,068f98c5953c0da3bd4d,9
23262408,80f02be35407fb58ac1e,0
23454698,e4f11734ca0ecc32c259,0
23469839,a9d043b0331de6e1b61c,1
23476865,fe4014941a0449fe0e00,3
23479672,8d7b60645063b2ce3203,6
23496712,272cba5d180578225ff3,8
23626873,26704980e596789fb3c6,7
23752038,cf49619768986b302688,3
23886831,d6aa81673b2d4bf4da32,0
23949628,920ca529c015f9dcde4b,2
23974130,b3c3f271bb1da97962f3,1
23981422,111edfbddc24d87a16d0,9
24079185,92e14707c04e3deb153f,4
24156886,5f7dae3d796b37d5b990,0
24212890,623afe8ad9e731ce834a,4
24217487,ad0f2408eab44b71266d,9
24244170,ea1b2c5ff7f8ece1812b,5
24244682,b58a88648cda475919f5,5
24250539,18de4b1d4f6d3b1bb7d1,2
24291614,fe4c3c34dc13722a9b46,4
24298976,e613795afbba3614f17d,5
24355595,9c7f1d6db486656add7e,7
24392931,fb81f02f2cf3b94bb439,8
24399403,89c4e56a906b02d7aa00,9
24487972,c147a98cf74c8b7cd3ba,9
24659060,1f3d3738c97805ec5879,3
24685627,d693997c98b89aa49ae3,4
24694301,3ef329e10059e314b0f6,5
24710636,2a693231e6df6beb4669,0
24766918,05d2642d52aa15b29b8e,8
24866717,16998dc3efcaa0e7a454,3
25269381,31d59aa6688ecd8ff9d5,9
25419050,288851fa7b63fecd35cc,0
25523100,bb382802dcd63ce0b286,9
25545380,369a8df30e9e0c8a89a9,8
25560438,79be6ff006a794f85a63,4
25572605,0b584cdb59a4b46e139d,7
25629188,3a5f26392984be6f0bc9,5
25674048,12d12dc8f6a938363762,2
25927022,970fd1417e72cb60b6f2,4
26009090,089a9ebe322dbcf8cc09,5
26092030,1b540de999f4dd983d1b,7
26269482,68092b6189f9324793a7,1
26344235,45196d894f1685192ad1,4
26376073,42d933167f6cc611bef8,7
26390985,64ca9e8aa9cf2da98372,4
26425483,41408071c6fc6231602d,2
26535266,14bda5afda95663640a1,7
26741574,541d2994c0ef37ac9e1a,8
26752065,80865b54e21826efa752,5
26762900,a5911965625f9cc8ef1f,2
26786929,ba38d8c9544576658f9f,3
26853196,a819b941e073733842de,5
26880709,886b7569f37d52518d03,1
26887305,f8d2af90058a8e829315,0
26910129,298b9ac7e6c6937432d7,0
26928706,411e417bc210716cb685,3
26954423,9d69cb1cc08c65892be1,0
26977623,c1f361e9522556914c25,1
27094543,df5b862ffe8713f94873,4
27368944,0d62a36312a4cadffbd7,5
27595930,90f7e939f5e4d65f854a,5
27640786,a46052df2c894ec242ac,7
27672843,2664cf59d9fa9104052f,9
27698358,9291cfc5e72e8a950729,0
27758122,21fd1dd821a9d666a3a0,8
27806049,18637da87f97702f73dd,1
27899018,8015ee8fd4cdd2f4d8be,8
27937485,7444ba45fdb4039d1701,3
28084074,f10b8c5471518224a67c,4
28207817,bf90b708b09f3d36a360,7
28502436,8cef3f55141420685697,1
28503704,cd9a548e2a4b8e161188,0
28614681,e4fd8ad74ef148088a84,6
28647536,de4358011a48661e9a9c,2
28683800,348d0dd4f0f3233bf5d5,1
28694407,955be3df164308fc644c,9
28779054,c3f72af3c7cf88a909a4,3
28810507,4163381552f845f76513,9
28813930,2eeca5309c20b01ec456,5
28967472,76ee7d57d68be196da3e,1
29066489,fa45c812c6f8b714e4f8,3
29105374,7304fd62b94e9897d64f,4
29213044,cbc4dd6900847ebee933,5
29409951,7c8ef4e50203d4723b0a,3
29477106,1e610ad661582690d553,3
29500587,9f686b69061778f1f749,8
29650947,987720198ed6e07d16bf,7
29769670,d83c5f41874c0f5905bd,2
29781135,c086c4de35572583a726,3
29819376,5b500fdce144b67ed7b2,0
29890516,99e36f2a03ebd4041d47,4
29998700,df03bfe9069f1a01474b,9
30116192,fcb03c5dc831aec3b531,6
30231571,cef89a400ac9ecb0c440,5
30299961,a24403285ad458520a1d,6
30309090,b20c93f858a90974557f,7
30406816,c5b6103d1ad578eb3a0d,2
30596949,c0e0e153483efeba0768,9
30614122,fc3c3443145ba8f129b0,8
30621995,d552f9827a43a90a02cc,0
30632871,d289ebcfd6fe15dc9b2a,5
30633394,5181432b97785feb8ca3,4
30651405,e8a5e5b3f12c1100494b,3
30716997,5c4e6b56d9f0b45430c3,5
30792503,60ef80625a346b75483d,6
30887610,f282d18d3f9cc0f47a5f,8
30960412,52c26b7bccfbcf353208,2
31055850,c89bfc85a5f13f85b152,0
31168210,0de0425394ebbe2d2eb8,7
31514551,f2e2fc023ba985d81140,1
31520138,aa09432f874c9f935401,8
31538450,b5f78c356cdc265259a7,6
31588430,ddcaf517a1b097c17466,8
31708717,8f86e38162ea4c7e5d9d,5
31731551,3e7a05454e37f86a7011,7
31735386,2c84a2ad19d3e81d9380,8
31747214,83d401124e12817d3cb5,2
31764032,4dd47c7c3578c5901233,6
31919812,2585390cd6a6b76bd558,0
31970451,2d364f5bbafa833bf997,7
31981480,323f4d6d8ac98519c402,1
32074050,45cae0dbd4e7e7fcfb66,6
32175659,abb0fa6d2707334d8865,2
32282452,52072039bd82425e236b,4
32347214,7e1ff0ad7e675da8b010,7
32354026,3c93ba12fd0992721c66,6
32362908,95df92dfc82b72057511,9
32405882,774dfd0b2984fbb6469d,1
32574248,2861bebe7f5c79a2d6a6,6
32619509,0492c1f97cdac917208e,1
32638273,32e0ce9d425f4f48f611,8
32724969,e4edc464c57ff2d6ed8a,8
32734944,1213cc811992ba05b6f5,2
32811956,b5701e5df3d1d96c19ce,9
32935133,98b52aeb239a7d385e6a,4
32992211,938a432240b74879b833,3
33061116,93d41610919506732972,8
33161531,324bd5b4109a9be90e2a,8
33358005,2994847c8e748636ef9f,1
33407477,ee1cafd836f4e8b019ca,6
33419218,dc6117ce001467e60011,9
33467556,2a0576f085e0af549501,8
33540537,2f6fad7aa54bb4f9b004,5
33583573,8659f8e0439fd03b8e57,0
33861741,8a333777e596cf572269,6
33917986,a51739bec082ba4e4ee9,9
33926655,020754e77dddc943fa79,0
33944248,21692ab418c0f000ef52,0
33955780,30806d09937c3208d048,3
33989060,d3b7f2f8d1333de4ef2a,4
34009462,b173a0dd687c174b8753,7
34066561,e749a7ae6c46f474657d,3
34083819,f8d5eafe983278e18b7a,3
34107392,4532b92288c3c39ab0bd,8
34135285,838140ed85b0900c86e9,6
34137502,b8a44d10bc0fcdc8fe53,9
34141317,b0ec8cf341e2a214c257,7
34141516,3af7094602cc199eb5fb,2
34308745,df18a569b4214e68479e,1
34309572,014279c71c60512fb04b,9
34348633,ddda5faac76875fb00cf,5
34360479,85ef79bd2471639766fb,6
34378632,e9407aff70c3dcfe674e,1
34480121,c2be251288f59a720107,5
34504374,0fcacb41e413a2e6abd8,5
34540796,9f3f7b3d6e169abe8343,6
34549104,9423028be0d86e764ff1,6
34649448,2a8407b7c76278180f49,8
34712778,cfa355974ad7c6bf18f3,1
34742772,1ba90adb43086c7f2459,5
34780911,d3912d906dbbbd584b1c,2
34888646,0710b8c92b30ce0822dd,5
34934612,3400dabd8bf5b0257b6c,1
34946957,bb14f9d3dbe45076bd41,9
34993192,138c4da54f7cb05e93d4,8
35073394,b47645ba87764f447ff8,5
35076201,00e0285e0fed2eae6606,8
35088788,2478ee3a95be7ad6434a,1
35188934,f46c3780944c9651db71,8
35201644,3ae48232cf5cfc0ad944,5
35235817,85e54fd2f9aff6233e62,5
35282086,c1605123b94a3dacc37a,6
35303250,dab7154e138bce251967,3
35322214,ea5d8ef2802a6a51c6d1,5
35375799,df408b74518dcf0ee15d,7
35471736,e4cd11cc895cbe144f07,0
35492332,b19c957d6339f4aeaba7,2
35654393,613c2da0b0b7534ab1e4,8
35662089,4451fe5512b59ec7a10e,9
36062822,722923a49e2fd71fedda,9
36171158,b66d3d9df37d302619f8,0
36222911,27ebec8b7a2b75afc357,2
36278274,a4d552d3a533bce87849,8
36351965,074a98d0df3a8d65132c,8
36358064,99b13d7f4240a5de8558,0
36530527,812c78e718f8a75416a4,5
36545767,f4978c32a40ef6b852cf,0
36797344,a461145e19c172557c42,9
36963252,d85f289e162fbc9170d3,2
37043878,29ccf0ed125079575ee7,8
37058073,5159e7311edb86a4e1fc,4
37079639,e1318bb42ddcf2b676ec,1
37132737,63b66fe61db0f1c59a34,6
37203239,63f95e6feb0752df4534,0
37206390,55ad805c525278f2c6f5,7
37270092,faf8ce7d2ad85cc0303d,1
37358949,be600f582086c2b32e12,6
37403219,db02d7a67a0ba95391e3,9
37409670,240b7caa261ed0c3d66c,6
37411931,a8de1292567f47016e91,0
37611174,f458049db57e6ae6a81c,5
37653109,45b1ccd1ff26d7b2d2b3,1
37697874,7742e28a6ddeb481cf00,3
37875624,ebe96bc1101b9d7f2b9b,7
37882642,4a403bf4945ba521269b,2
37896187,a4c2953bae8ca2d4cafa,5
37951752,0732f3dc3ad8810f2102,7
38367458,482d752366bc8ca3dc94,9
38541643,67debc9b603fabb30691,2
38558732,eaf0759c73a1cdb0c183,6
38760658,b66adfea05c51a62b173,7
38857249,42b03b97c3325f077c48,7
38966329,a9a49415641293520ad3,5
39145012,3112a63ce6dd595233c0,6
39161068,ebdd5526f28a72f19f36,0
39180293,d792eedfcf57345c8a02,4
39480682,185a2bfff19afefc8724,5
39506411,21879b604708950ab765,5
39507509,ea0d5a16d5d1d5af375b,7
39539705,bab541d933fb496bcef3,1
39691906,36496a8f6da42765346a,8
39773882,385fd160e44f5665c021,0
39827089,9e65ed37ab0f48c14620,2
39962815,3cd5f718592e59b7a0dc,2
39996578,e859111c5fa45ec0b438,3
40014519,56c79f520b2b7ec87c54,2
40025404,d05e4d67d92cee29e50d,2
40059390,524c2125321a640d6195,7
40132483,d77dfa7706097818d157,7
40152314,472bc53eb094ee83762f,1
40172326,a57c1c5107fac2a40820,9
40175065,8dd26f32e7cac9315a75,7
40222815,b2fc5e893bff32f6b7ef,6
40277037,d243f77e9326c6ff6c4e,8
40307655,f93fcaa5c03ca467afe9,3
40469994,b3db764ca6ef72118c6b,7
40556750,d7a8be984131d7d40aa5,9
40594907,f09294b6284e4568da85,1
40617317,dc3d08952cc22ed72497,2
40686068,48d882c07f8a2c5ca24a,4
40687256,d1b7c6331cb0aec5c503,8
40718039,98e53c4f80ade5f08d0d,2
40823165,26739067b08031816852,6
40931395,35552144101c3ad4c3f9,7
40959188,70c7009e8a3f8dce302d,3
41007496,0ffb7a2c0a43c286aca3,8
41097827,835b5d6d5c1ed6a54706,4
41123370,62192ce8dab8fda8cb8b,5
41126880,8075fb306a0e6f92e348,3
41176201,8236a2f18b15c3facbdd,8
41306206,a1f4400ef6bccbea931e,3
41401699,4b012027b12a05442755,3
41634841,ea30c67846aea014370f,8
41689846,59fe0484a4cf1e27cb40,7
41729147,465be9c8260636415c75,8
41939754,10c0f9cd1f9f666dd5b2,0
42048887,95c44e5ca8ded7780c4d,2
42196315,b31c2b5b88639aaf172a,3
42363635,041ef1548080efc7700a,1
42421151,59e6c143785bf153eff4,3
42422183,a252db1885e8cd144fc2,5
42439658,dfe36d9bdea6a545d9a4,9
42441079,4ea57afb08c97319968c,3
42507851,bdafe8b7160254a359e2,6
42584195,59a66a86bc2549b22c79,3
42733901,1456ea27868b62b63dbd,2
42832538,038c427973afe8f0f852,3
43013256,21ba77bdd8bcf3a47aa7,1
43028545,786d2d2f8cab674ca12b,3
43053669,05f0bba3715a89d0787b,8
43199588,44a3d4892df5ac73cca5,8
43245275,506e4ee8fdce304ac1b2,6
43393319,bac1e9528ac65ca07120,7
43490392,201d0dc033acbefafd9f,1
43613344,cd14eb4262671f2548b2,2
43641645,987e9240f96d33915be8,9
44113499,ad100153baac7f76d4eb,5
44132997,8054c704c7d82f9900f0,1
44216523,5e3e4e9f7ffeeedf87d1,0
44286334,acef959e5b34e7373b7d,0
44341326,febe7ea8bce5573f51ae,2
44429455,5c0d054e4879753b8329,9
44439894,993fe33ac28ffcd78ec2,5
44654591,2c1f8013870f340cc53b,9
44685153,891d2b2df94093e72d7e,4
44801794,fc32c71c057adbf4ba7a,0
45083686,2e8bca2d03b33d0a43b6,0
45197798,1518ddb9467971bd06b9,5
45203971,ff7949a91eb18de1636a,7
45239136,de075dd32ed3148d4e83,0
45295652,ba5e428411c1ed248587,9
45306623,a18ba50ca2e5d0840f0c,3
45349724,ce584285d7616c9b9bd9,5
45445864,247e9e425a4213f4dcee,2
45527285,3ea35bd8b802d866887b,9
45649084,ebf62fbd5cf60b352cce,8
45679685,1641813dff53f604b650,8
45742698,fa0ce3ce0884fc4474ba,2
45745424,673ba95342dd272029bc,2
45768623,32db29bd534c2eb2ddc8,1
45813536,9eb6ce4561995f866126,7
45862971,736c9a87bb2b5b884cd4,5
45871743,a4b977f7a661d8e918b2,7
45963597,97fdbd934b3941291f22,4
45978184,f2a3ba597a07f8b8d934,4
46097953,fdd1b07c1206634ecd32,2
46298937,e5791a79abb763862202,3
46364451,b5e4ae2d5871f197dd23,7
46626014,c7a15ae0e214501b3314,6
46687772,b0c83c7dd0ddfbbbf443,5
46809189,0808074a62d48a12e61b,9
46821932,81b63c22bb73ecd665d9,6
46876466,0d0783088dcc505ca148,1
46908692,6f5e3c5cb1d4f3c0ea83,6
46944333,27191d3d32ab01bc1ebb,5
47180516,9924a818f68516246e61,0
47227021,df40da85f6ed37199153,1
47599014,7fdb4ca848478549fc11,2
47623951,2ce5ed79f67f0b35741f,6
47651837,775546067832bb4f4a64,5
47717262,ebc769ba73fbe75732b7,5
47734761,740d33d570d2e89b7dfe,9
47768118,fe8922075c0530351392,2
47769825,573a6920078a8c367430,2
47964341,7416bce7c3ef593ffde7,1
47979246,eaf2763813404c20de40,6
48015690,568097f0d0c5e55f2332,1
48070351,2bba215c9c19f027ed5e,2
48081420,d7b9cd5c2ee162bfb03d,3
48139544,45f257c65191beb67d8e,9
48142269,c019063bfc17c0658efe,0
48165008,10d532127caa7c7fe2d3,4
48179205,3e7a47e5c0e69abe814c,7
48242477,71fbe71cd900a4450a88,3
48259531,e541d1814c2cf91a15f5,8
48264930,8604d8f11707420fd3c9,9
48265471,57b2132ce3a7edce74b1,3
48300687,c0c360a2c68fca291521,6
48430092,9983eb62597a222baec3,3
48469580,d2aec9fa860e5dbe924c,1
48531611,24e5b57524ea1fc30e1b,9
48576265,a08582e561ec3760955e,6
48642438,81052cff119abc7b7d44,4
48656223,c5220f6af156a15e3b38,7
48670803,77e3b0eb3becab87d402,0
48675796,01720984caff4dcf1738,0
48707291,f937ccce7d8ab6c59564,7
48759239,c5499f8a05bf7912467e,9
48919853,f619c67bdafafce82729,1
48942865,07e894b7fc0d0667e258,6
49066516,2cd775cb57b0185ab172,8
49148726,f0de183288770a2e7a8b,2
49213656,473c36ccd2d50a92dd68,2
49360504,4d0081f79b757a470815,8
49435804,50fcecc5bc4ec4959617,6
49465636,83e592f5266d72464510,7
49568525,7094f74b4d9444502367,2
49610973,4f3e1a4208bedac584d4,4
49623367,209475b375b0b6f90009,9
49697314,877d9856f65e103d1e09,4
49817121,33d2ece794b19040b1ad,7
49883581,f1e02535071c987dd083,6
49947138,abfdaf3eee3057fa3d43,6
49977065,c79ae3161681ebc6d0f3,0
50045381,c1593dfd3f7edf61d9c4,4
50145026,f1b5a4506a9eeb6c715c,1
50149330,53ccedfbf822104a03a2,5
50196105,bbceca8858332b99c449,4
50272973,638e07cccd4f0cf71549,1
50508809,cf5bba51f7f59283e15b,6
50589143,327f85cfc6267dd52b6a,8
50594058,0e37f75dacf45d384cd4,8
50608374,7291e0bc258a7d2333fb,2
50656327,670a8ca46f4a27e1c873,4
50756439,f7f36ba0f7ea981cad2e,7
50914747,0c8a3f7a97512dcd6974,1
51122739,a951a3aab55bd53c0309,9
51210806,96543e1aa0709f4a888d,7
51421088,d2750bd6c29d51b28adf,1
